序号,省份,地市,区县,生产经营场所地址,污水处理厂名称,运营单位,排污许可证编号,"设计处理能力
（万吨/日）","2019年实际处理
水量（万吨）"
7079,四川省,成都市,邛崃市,临济镇沿江社区,"邛崃市道佐乡水
质净化厂","邛崃大中环保科技有限公司
邛崃市道佐乡水质净化厂",915101835510682632004W,0.2,33.8
7080,四川省,成都市,邛崃市,"临邛工业园区滨江
路205号","邛崃市第二污水
处理厂","邛崃大中环保科技有限公司
邛崃市第二污水处理厂",915101835510682632007U,1.99,556.4
7081,四川省,成都市,邛崃市,羊安街道七里村,"邛崃市高埂镇水
质净化厂","邛崃大中环保科技有限公司
邛崃市高埂镇水质净化厂",915101835510682632003X,0.2,74.03
7082,四川省,成都市,邛崃市,"天台山镇沙坝社区
2组","邛崃市高何镇水
质净化厂","邛崃大中环保科技有限公司
邛崃市高何镇水质净化厂",915101835510682632011Q,0.1,25.41
7083,四川省,成都市,邛崃市,火井镇桃花社区,"邛崃市火井镇水
质净化厂","邛崃大中环保科技有限公司
邛崃市火井镇水质净化厂",915101835510682632005U,0.2,42.39
7084,四川省,成都市,邛崃市,"夹关镇龚店村11
组","邛崃市夹关镇水
质净化厂","邛崃大中环保科技有限公司
邛崃市夹关镇水质净化厂",915101835510682632002Y,0.2,70.85
7085,四川省,成都市,邛崃市,"羊安街道董河心6、
7大队","邛崃市牟礼镇水
质净化厂","邛崃大中环保科技有限公司
邛崃市牟礼镇水质净化厂",915101835510682632012V,0.05,14.47
7086,四川省,成都市,邛崃市,"临邛街道凤凰村4
组","邛崃市前进镇水
质净化厂","邛崃大中环保科技有限公司
邛崃市前进镇水质净化厂",915101835510682632009Q,0.05,17.23
7087,四川省,成都市,邛崃市,高埂街道火星村,"邛崃市冉义镇集
镇居住区生活污
水处理厂","邛崃大中环保科技有限公司
邛崃市冉义镇集镇居住区生
活污水处理厂",915101835510682632001Z,0.3,127.7
7088,四川省,成都市,邛崃市,"天台山镇凤乐村14
组","邛崃市天台山镇
水质净化厂","邛崃大中环保科技有限公司
邛崃市天台山镇水质净化厂",915101835510682632008Q,0.05,9.76
7089,四川省,成都市,邛崃市,孔明街道战斗村,"邛崃市卧龙镇水
质净化厂","邛崃大中环保科技有限公司
邛崃市卧龙镇水质净化厂",915101835510682632006X,0.2,49.71
7090,四川省,成都市,邛崃市,"羊安工业园区羊横
七线南侧","邛崃市第三污水
处理厂","邛崃市邦洁水务有限公司邛
崃市第三污水处理厂",915101835800013080001W,1.99,365.3
7091,四川省,成都市,邛崃市,"文君街道土陶村9
组、十方村1、2组
及棠子沟1组","邛崃市第四污水
处理厂","邛崃市回澜水质净化有限公
司邛崃市第四污水处理厂",91510183MA67AKKP5R005Q,1,171.24
7092,四川省,成都市,邛崃市,"固驿街道柏林村9
组","邛崃市固驿镇生
活污水处理厂","邛崃市回澜水质净化有限公
司邛崃市固驿镇生活污水处
理厂",91510183MA67AKKP5R003Y,0.2,52.32
7093,四川省,成都市,邛崃市,"羊安街道临江村8
组","邛崃市回龙镇生
活污水处理厂","邛崃市回澜水质净化有限公
司邛崃市回龙镇生活污水处
理厂",91510183MA67AKKP5R002W,0.1,35.61
7094,四川省,成都市,邛崃市,平乐镇安乐村7组,"邛崃市平乐镇生
活污水处理厂","邛崃市回澜水质净化有限公
司邛崃市平乐镇生活污水处
理厂",91510183MA67AKKP5R001Q,0.3,107
7095,四川省,成都市,邛崃市,"羊安街道汤营村9
组","邛崃市羊安镇污
水处理厂","邛崃市回澜水质净化有限公
司邛崃市羊安镇污水处理厂",91510183MA67AKKP5R004V,0.2,27.33
7096,四川省,成都市,邛崃市,"临济镇石头场镇青
华社区10组","石头场镇污水处
理厂","邛崃市回澜水质净化有限公
司石头场镇污水处理厂",91510183MA67AKKP5R022Q,0.05,7.63
7097,四川省,成都市,邛崃市,"临邛工业园区滨河
路2号","邛崃市城市生活
污水处理厂","邛崃市中机建水质净化有限
公司邛崃市城市生活污水处
理厂",91510183762269452L001U,3.99,1511.52
7098,四川省,成都市,郫都区,团结镇石桥村三组,"团结镇九道堰末
端污水处理站","深圳市深港产学研环保工程
技术股份有限公司四川分公
司",91510106797800127L001V,1.2,438.02
7099,四川省,成都市,郫都区,"高新西区西源大道
3号","成都高新区西区
污水处理厂",四川大一水务有限责任公司,91510100794906532H001X,5.99,2174.7
7100,四川省,成都市,大邑县,"蔡场镇蔡场社区12
社","蔡场镇污水处理
厂","四川大一水务有限责任公司
大邑分公司大邑县蔡场镇污
水处理厂",915101290697734586005U,0.05,18.22
7101,四川省,成都市,大邑县,"董场镇铁溪社区22
组","董场镇污水处理
厂","四川大一水务有限责任公司
大邑分公司大邑县董场镇污
水处理厂",915101290697734586003Q,0.05,17.31
7102,四川省,成都市,大邑县,"韩场镇正福社区10
组","韩场镇污水处理
厂","四川大一水务有限责任公司
大邑分公司大邑县韩场镇污
水处理厂",915101290697734586004Q,0.05,12.02
7103,四川省,成都市,大邑县,晋原镇驷马村5组,"晋原镇污水处理
厂","四川大一水务有限责任公司
大邑分公司大邑县晋原镇污
水处理厂",915101290697734586001Y,1.9,692.63
7104,四川省,成都市,大邑县,"青霞镇龙凤社区7
组","青霞镇污水处理
厂","四川大一水务有限责任公司
大邑分公司大邑县青霞镇污
水处理厂",915101290297734586001V,0.05,5.89
7105,四川省,成都市,大邑县,三岔镇三柏村5社,"三岔镇污水处理
厂","四川大一水务有限责任公司
大邑分公司大邑县三岔镇污
水处理厂",915101290697734586006V,0.05,12.44
7106,四川省,成都市,大邑县,沙渠镇顺河村3组,"沙渠镇污水处理
厂","四川大一水务有限责任公司
大邑分公司大邑县沙渠镇污
水处理厂",915101290697734586002U,0.15,39.76
7107,四川省,成都市,武侯区,"金花镇凉水井村一
组","凉水井污水处理
站","四川企信环境工程有限责任
公司",915101077653623885002V,1.5,196.88
7108,四川省,成都市,武侯区,"华兴街道办事处三
河社区居民委员会
三河10组454号","三河村污水处理
站","四川企信环境工程有限责任
公司",915101077653623885001Y,0.5,44.54
7109,四川省,成都市,双流区,团结路,"四川省机场集团
有限公司成都双
流国际机场污水
处理厂","四川省机场集团有限公司成
都双流国际机场污水处理厂",91510000762300034Q001Z,1.2,228.47
7110,四川省,成都市,"龙泉驿
区","成洪安镇化工新村
7组128号","洪安化工市场污
水处理厂",四川悦生污水处理有限公司,91510112396289786B001V,0.15,57.1
7111,四川省,成都市,崇州市,"公议乡桤木河社区
十一组","崇州市公议乡污
水处理厂","四川中测环境技术有限公司
崇州分公司崇州市公议乡污
水处理厂",91510184086696714F008Q,0.06,22.05
7112,四川省,成都市,崇州市,怀远镇福桥村二组,"崇州市怀远镇污
水处理厂","四川中测环境技术有限公司
崇州分公司崇州市怀远镇污
水处理厂",91510184086696714F005V,0.15,52.76
7113,四川省,成都市,崇州市,"集贤乡华兴村十二
组","崇州市集贤乡污
水处理厂","四川中测环境技术有限公司
崇州分公司崇州市集贤乡污
水处理厂",91510184086696714F006V,0.3,99.36
7114,四川省,成都市,崇州市,"街子镇双河社区七
组","崇州市街子镇污
水处理厂","四川中测环境技术有限公司
崇州分公司崇州市街子镇污
水处理厂",91510184086696714F004Z,0.3,103.5
7115,四川省,成都市,崇州市,"桤泉镇中和社区7
组","崇州市桤泉镇污
水处理厂","四川中测环境技术有限公司
崇州分公司崇州市桤泉镇污
水处理厂",91510184086696714F003W,0.2,32.32
7116,四川省,成都市,崇州市,三江镇沿河村一组,"崇州市三江镇污
水处理厂","四川中测环境技术有限公司
崇州分公司崇州市三江镇污
水处理厂",91510184086696714F002Z,0.2,56.29
7117,四川省,成都市,崇州市,"街子镇味江村十一
组","崇州市三郎镇污
水处理厂","四川中测环境技术有限公司
崇州分公司崇州市三郎镇污
水处理厂",91510184086696714F007Q,0.1,13.31
7118,四川省,成都市,崇州市,白头镇三洞村十组,"崇州市王场/白头
镇污水处理厂","四川中测环境技术有限公司
崇州分公司崇州市王场/白
头镇污水处理厂",91510184086696714F009U,0.06,15.41
7119,四川省,成都市,崇州市,元通镇大罗村五组,"崇州市元通镇污
水处理厂","四川中测环境技术有限公司
崇州分公司崇州市元通镇污
水处理厂",91510184086696714F001Y,0.2,62.35
7120,四川省,成都市,大邑县,安仁镇五星村9组,"安仁镇污水处理
厂","四川中测环境技术有限公司
大邑分公司大邑县安仁镇污
水处理厂",91510129321593222P002W,0.3,112.63
7121,四川省,成都市,大邑县,"花水湾镇山青街2
号","花水湾污水处理
厂","四川中测环境技术有限公司
大邑分公司大邑县花水湾镇
污水处理厂",91510129321593222P004W,0.7,112.2
7122,四川省,成都市,大邑县,"苏家镇虹桥社区8
组15号","苏家镇污水处理
厂","四川中测环境技术有限公司
大邑分公司大邑县苏家镇污
水处理厂",91510129321593222P001Z,0.1,28.39
7123,四川省,成都市,大邑县,"王泗镇飞羊村12
组","王泗镇污水处理
厂","四川中测环境技术有限公司
大邑分公司大邑县王泗镇污
水处理厂",91510129321593222P003W,0.3,71.89
7124,四川省,成都市,大邑县,新场镇石虎村5组,"新场镇污水处理
厂","四川中测环境技术有限公司
大邑分公司大邑县新场镇污
水处理厂",91510129321593222P005Y,0.2,71.59
7125,四川省,成都市,大邑县,悦来镇王岗村,"悦来镇污水处理
厂","四川中测环境技术有限公司
大邑分公司大邑县悦来镇污
水处理厂",91510129321593222P006W,0.2,36.03
7126,四川省,成都市,锦江区,三圣乡大安桥社区,"大安桥污水处理
站","四川中测环境技术有限公司
锦江分公司",91510104MA61W6MJ5G001U,0.1,34.02
7127,四川省,成都市,锦江区,三圣乡江家堰社区,"江家菜地污水处
理站","四川中测环境技术有限公司
锦江分公司",91510104MA61W6MJ5G002V,0.08,25.92
7128,四川省,成都市,锦江区,三圣乡幸福社区,"幸福梅林污水处
理站","四川中测环境技术有限公司
锦江分公司",91510104MA61W6MJ5G003V,0.08,25.93
7129,四川省,成都市,郫都区,"安德镇东风村永兴
社区14组",安德污水处理厂,四川中测环境技术有限公司,91510100672186717P001Y,1,286.45
7130,四川省,成都市,郫都区,团结镇平安村8社,"团结镇红星四斗
末端污水处理站",四川中测环境技术有限公司,91510100672186717P002U,0.5,164.25
7131,四川省,成都市,郫都区,犀浦镇石亭村3社,"犀浦镇红光左支
三斗末端污水处
理站",四川中测环境技术有限公司,91510100672186717P003Y,0.5,43.8
7132,四川省,成都市,"龙泉驿
区","大面街道成龙大道
二段",成龙水质净化厂,"西藏国策环保科技股份有限
公司",91540000735548683K001V,4,1145.67
7133,四川省,成都市,新津区,金华镇五星村,"新津县新化投资
有限责任公司新
津红岩污水处理
厂","四川中测环境技术有限公司
新津分公司",91510132677193983A001Z,1,178.34
7134,四川省,自贡市,大安区,何市镇蔡家村,"大安区何市镇污
水处理站","自贡信开水环境治理有限公
司（大安区何市镇污水处理
厂）",91510300MA67N3LD8T007R,0.05,6.15
7135,四川省,自贡市,贡井区,成佳镇双观村,"自贡航空产业园
兰家桥污水处理
厂","成都道兴科技有限公司（自
贡航空产业园兰家桥污水处
理厂）",91510107758780813N001Q,2,32.53
7136,四川省,自贡市,富顺县,"自贡晨光科技园区
化工新材料区内富
世镇平澜村","自贡晨光科技园
区工业污水处理
厂","富顺国润排水有限公司（自
贡晨光科技园区工业污水处
理厂）",91510322MA64K69W68001R,1,31
7137,四川省,自贡市,富顺县,"板桥镇天台村三、
四组","富顺县板桥镇污
水处理厂","富顺县清源排水有限公司
（富顺县板桥镇生活污水处
理厂）",91510322MA65JTCR25003R,0.11,35.95
7138,四川省,自贡市,富顺县,"代寺镇白果村12
组","富顺县代寺镇污
水处理厂","富顺县清源排水有限公司
（富顺县代寺镇生活污水处
理厂）",91510322MA65JTCR25002R,0.2,45.38
7139,四川省,自贡市,富顺县,褔善镇韩咀村1组,"富顺县福善镇污
水处理站","富顺县清源排水有限公司
（富顺县福善镇生活污水处
理厂）",91510322MA65JTCR25005R,0.05,8.76
7140,四川省,自贡市,富顺县,富和乡长石村五组,"板桥镇富和社区
污水处理站","富顺县清源排水有限公司
（富顺县富和乡生活污水处
理厂）",91510322MA65JTCR25009R,0.06,11.68
7141,四川省,自贡市,富顺县,互助镇万古村2组,"富顺县邓井关街
道互助社区
污水处理站","富顺县清源排水有限公司
（富顺县互助镇生活污水处
理厂）",91510322MA65JICR25001R,0.06,7.3
7142,四川省,自贡市,富顺县,怀德镇司湾村9组,"富顺县怀德镇污
水处理站","富顺县清源排水有限公司
（富顺县怀德镇生活污水处
理厂）",91510322MA65JTCR25013R,0.09,11.7
7143,四川省,自贡市,富顺县,彭庙镇长石村5组,"富顺县永年镇彭
庙社区污水处理
站","富顺县清源排水有限公司
（富顺县彭庙镇生活污水处
理 厂）",91510322MA65JTCR25012R,0.08,13.83
7144,四川省,自贡市,富顺县,"狮市镇花园村21
组","富顺县狮市镇污
水处理站","富顺县清源排水有限公司
（富顺县狮市镇生活污水处
理厂）",91510322MA65JTCR25008R,0.05,8.92
7145,四川省,自贡市,富顺县,童寺镇粟寨村6组,"富顺县童寺镇污
水处理站","富顺县清源排水有限公司
（富顺县童寺镇生活污水处
理厂）",91510322MA65JTCR25007R,0.06,11.68
