省/直辖市,地市,Permit,单位名称,行业类别,有效期限,发证日期
甘肃省,定西市,91621121095961284H001V,通渭县洁源污水处理有限责任公司,污水处理及其再生利用,2022-07-24至2027-07-23,2022-06-21
甘肃省,定西市,116224240153273641001Q,通渭县马营镇人民政府,污水处理及其再生利用,2023-04-10至2028-04-09,2023-04-10
甘肃省,定西市,11622424015327348B001Q,通渭县义岗川镇人民政府（污水处理厂）,污水处理及其再生利用,2022-09-13至2027-09-12,2022-09-13
安徽省,合肥市,9134000071177511XW121V,巢湖市半岛污水处理厂,污水处理及其再生利用,2022-08-08至2027-08-07,2022-08-08
甘肃省,定西市,91621124MA73BFWC51001U,临洮县清洮污水处理有限责任公司,污水处理及其再生利用,2022-10-30至2027-10-29,2022-10-29
甘肃省,定西市,91621124MA71XH0B7U001U,临洮县中铺工业园给排水工程有限公司,污水处理及其再生利用,2022-04-15至2027-04-14,2022-04-05
四川省,遂宁市,91510900MA68WA6T2Q045V,南强工业污水处理厂,污水处理及其再生利用,2024-06-26至2029-06-25,2024-06-26
安徽省,滁州市,91341125MA2TCN38XJ018V,定远县城乡水务投资建设有限公司,污水处理及其再生利用,2024-06-25至2029-06-24,2024-06-25
山东省,聊城市,91371521050903670Q001V,阳谷县瀚海水处理有限公司,污水处理及其再生利用,2024-06-25至2029-06-24,2024-06-25
福建省,泉州市,91350582MA8T6KN879001R,晋江市圳源污水处理有限公司,污水处理及其再生利用,2024-06-26至2029-06-25,2024-06-26
江苏省,南京市,91320117MA1ML0U71P001Z,南京溧水秦源污水处理有限公司东屏污水处理厂,污水处理及其再生利用,2021-12-29至2026-12-28,2021-11-10
江苏省,盐城市,91320900331253360M002V,便仓镇污水处理厂,污水处理及其再生利用,2020-10-28至2025-10-27,2021-10-25
辽宁省,大连市,91210200691427096L001Z,大连东晟虎滩新区污水处理有限公司,污水处理及其再生利用,2021-11-09至2026-11-08,2021-11-09
新疆维吾尔自治区,昌吉回族自治州,91652323789899147M001U,呼图壁县丰泉污水处理有限公司,污水处理及其再生利用,2019-09-06至2024-09-05,2019-09-06
上海市,市辖区,123102307374866744002Q,明珠湖污水处理站,污水处理及其再生利用,2021-11-08至2026-11-07,2021-11-08
云南省,昆明市,915301273095823012001Q,嵩明县荣净污水运营有限公司,污水处理及其再生利用,2021-11-04至2026-11-03,2021-11-04
江苏省,无锡市,91320281674879517Y001C,江阴市澄东综合污水处理有限公司,污水处理及其再生利用,2021-11-05至2026-11-04,2021-11-05
贵州省,黔西南布依族苗族自治州,91522325215390085R008U,贞丰县水务总公司挽澜镇污水处理厂,污水处理及其再生利用,2021-11-05至2026-11-04,2021-11-05
贵州省,黔西南布依族苗族自治州,91522325215390085R007Q,贞丰县水务总公司鲁贡镇污水处理厂,污水处理及其再生利用,2021-11-05至2026-11-04,2021-11-05
重庆市,市辖区,91500234745348634G027U,重庆清泉水务有限公司（开州区长沙镇污水处理厂）,污水处理及其再生利用,2019-08-29至2024-08-28,2019-08-29
新疆维吾尔自治区,阿克苏地区,91652901MA79J9Y29G001U,阿克苏市月亮湖污水处理有限公司,污水处理及其再生利用,2021-11-04至2026-11-03,2021-11-04
上海市,市辖区,11310230002479879B016U,港沿镇污水处理站,污水处理及其再生利用,2021-11-04至2026-11-03,2021-11-04
安徽省,黄山市,91341024MA2WEGMMXU001Q,祁门县阊洁污水处理有限责任公司,污水处理及其再生利用,2021-11-04至2026-11-03,2021-11-04
广东省,肇庆市,914412006681676956001V,四会市华南水务发展有限公司,污水处理及其再生利用,2021-08-12至2026-08-11,2021-08-12
上海市,市辖区,913101207737171267001Q,上海城投竹园污水处理建设发展有限公司,污水处理及其再生利用,2022-01-01至2026-12-31,2022-01-01
甘肃省,陇南市,12622624720284857M002Q,成县小川镇污水处理厂,污水处理及其再生利用,2021-06-17至2026-06-16,2021-06-17
云南省,昆明市,91534001MA6K7QXQ8L001V,昆明空投建设管理有限公司,污水处理及其再生利用,2021-11-03至2026-11-02,2021-11-03
山西省,晋城市,91140521662384824D001U,沁水中科久泰环保科技有限公司,污水处理及其再生利用,2021-10-29至2026-10-28,2021-10-29
广东省,湛江市,91440823MA4WM3MW3C015Q,中节能遂溪水务有限公司城月镇污水处理厂,污水处理及其再生利用,2021-11-03至2026-11-02,2021-11-03
安徽省,阜阳市,91341222MA2TA8CW1Q025Q,太和县碧水源水务有限公司（原墙镇污水处理厂）,污水处理及其再生利用,2021-11-02至2026-11-01,2021-11-02
广东省,湛江市,91440823MA4WM3MW3C014Q,中节能遂溪水务有限公司北坡镇污水处理厂,污水处理及其再生利用,2021-11-02至2026-11-01,2021-11-02
山西省,晋中市,12140831767131073Y001R,平遥县工业项目办公室,污水处理及其再生利用,2021-11-02至2026-11-01,2021-11-02
广东省,深圳市,914403006853795855001Z,深圳市南方水务有限公司横岗污水处理厂（二期）,污水处理及其再生利用,2021-12-27至2026-12-26,2021-11-01
天津市,市辖区,91120222679431201A001Z,天津正坤水处理有限公司,污水处理及其再生利用,2021-12-12至2026-12-11,2021-11-01
内蒙古自治区,呼伦贝尔市,911507816800379227001Q,满洲里锦源水处理有限责任公司,污水处理及其再生利用,2021-11-01至2026-10-31,2021-11-28
广东省,湛江市,91440823MA4WM3MW3C013Q,中节能遂溪水务有限公司江洪镇污水处理厂,污水处理及其再生利用,2021-11-01至2026-10-31,2021-11-01
江苏省,盐城市,91320900331253360M004Q,盐东镇污水处理厂,污水处理及其再生利用,2020-09-25至2025-09-24,2021-10-25
广东省,惠州市,11441302007195402L003U,惠州市惠城区芦洲镇人民政府,污水处理及其再生利用,2021-10-29至2026-10-28,2021-10-29
黑龙江省,绥化市,11232301MB0493706H007U,绥化市北林区建设局（黑龙江省绥化市北林区四方台镇污水处理工程）,污水处理及其再生利用,2021-05-31至2026-05-30,2021-05-31
北京市,市辖区,911103026750530638002W,北京亦庄环境科技集团有限公司南区污水处理厂,污水处理及其再生利用,2021-12-28至2026-12-27,2021-10-09
贵州省,黔西南布依族苗族自治州,91522328MA6GYF5F3K002Q,安龙县城南污水处理厂,污水处理及其再生利用,2021-10-29至2026-10-28,2021-10-29
江苏省,无锡市,91320205MA22A1YB64001V,无锡农坝污水处理管理有限公司,污水处理及其再生利用,2021-10-29至2026-10-28,2021-10-29
重庆市,市辖区,91500234745348634G024Q,重庆清泉水务有限公司(开州区河堰镇污水处理厂),污水处理及其再生利用,2019-08-29至2024-08-28,2019-08-29
重庆市,市辖区,91500234745348634G023Q,重庆清泉水务有限公司（开州区岳溪镇污水处理厂）,污水处理及其再生利用,2019-08-29至2024-08-28,2019-08-29
重庆市,市辖区,91500234745348634G022Q,重庆清泉水务有限公司（开州区铁桥镇污水处理厂）,污水处理及其再生利用,2019-08-29至2024-08-28,2019-08-29
重庆市,市辖区,91500234745348634G021Q,重庆清泉水务有限公司（开州区大德镇污水处理厂）,污水处理及其再生利用,2019-08-29至2024-08-28,2019-08-29
北京市,市辖区,91110115MA00FNGB31001R,北京北控兴凤水环境治理有限公司（南苑灌渠场站）,污水处理及其再生利用,2021-10-29至2026-10-28,2021-10-29
北京市,市辖区,91110115MA00FNGB31002R,北京北控兴凤水环境治理有限公司（新西凤场站）,污水处理及其再生利用,2021-10-29至2026-10-28,2021-10-29
贵州省,黔南布依族苗族自治州,91522728MAAK8YWF6N005Q,罗甸县沫阳镇污水处理厂,污水处理及其再生利用,2021-10-28至2026-10-27,2021-10-28
黑龙江省,绥化市,11232301001861064F002U,绥化市北林区宝山镇人民政府污水处理站,污水处理及其再生利用,2021-10-27至2026-10-26,2021-10-27
广东省,梅州市,91441400MA4UPY3C8J002R,兴宁粤海环保有限公司（兴宁市水口镇水质净化厂）,污水处理及其再生利用,2021-04-29至2026-04-28,2021-04-29
广东省,惠州市,91441322MA5161RY24001Q,博罗县华信水务有限公司,污水处理及其再生利用,2021-10-26至2026-10-25,2019-07-09
广东省,惠州市,91441322MA54PF9634001R,惠州市益桦环保有限公司,污水处理及其再生利用,2021-10-26至2026-10-25,2019-07-08
江苏省,无锡市,913202817768858035001R,江阴市小桥污水处理有限公司,污水处理及其再生利用,2021-10-26至2026-10-25,2021-10-26
广西壮族自治区,梧州市,91450481MA5QA6BP5G001V,岑溪市碧城环保科技有限公司,污水处理及其再生利用,2021-08-02至2026-08-01,2021-08-02
西藏自治区,林芝市,91540400MA6T2XR66D003R,林芝市环林污水处理有限公司波密县分公司,污水处理及其再生利用,2020-12-17至2023-12-16,2020-12-17
福建省,福州市,113501220036476941002Q,连江县丹阳镇人民政府(丹阳镇生活污水处理工程),污水处理及其再生利用,2021-10-22至2026-10-21,2021-10-22
安徽省,合肥市,91340104MA2TKHKT74001V,合肥市蔡田铺污水处理厂,污水处理及其再生利用,2021-12-20至2026-12-19,2021-10-20
广东省,珠海市,91440400MA52BD4J4K003R,一体化污水处理设备（那洲二期）,污水处理及其再生利用,2021-10-22至2026-10-21,2021-10-22
广东省,珠海市,91440400MA52BD4J4K001R,会同UIC二期一体化污水处理设备,污水处理及其再生利用,2021-10-22至2026-10-21,2021-10-22
广东省,珠海市,91440400MA52BD4J4K004R,一体化污水处理设备（淇澳）,污水处理及其再生利用,2021-10-22至2026-10-21,2021-10-22
广东省,佛山市,12440608757865380C007U,杨和镇第二污水处理厂,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
海南省,五指山市,914690015730924323013U,五指山水务有限公司水满乡污水处理厂,污水处理及其再生利用,2020-04-10至2025-04-09,2020-04-10
安徽省,阜阳市,91341222MA2TA8CW1Q024U,太和县碧水源水务有限公司（清浅镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q023U,太和县碧水源水务有限公司（坟台镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q022U,太和县碧水源水务有限公司（倪邱镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q021U,太和县碧水源水务有限公司（李兴镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q020Q,太和县碧水源水务有限公司（双浮-五星镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q019Q,太和县碧水源水务有限公司（三堂镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q018Q,太和县碧水源水务有限公司（关集镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q017U,太和县碧水源水务有限公司（洪山镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q016Q,太和县碧水源水务有限公司（双庙镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q015U,太和县碧水源水务有限公司（宫集镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q014U,太和县碧水源水务有限公司（桑营镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q013Q,太和县碧水源水务有限公司（肖口镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q012Q,太和县碧水源水务有限公司（赵庙镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q011Q,太和县碧水源水务有限公司（三塔镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q010Q,太和县碧水源水务有限公司（税镇镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q009U,太和县碧水源水务有限公司（高庙镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q008Q,太和县碧水源水务有限公司（皮条孙镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,阜阳市,91341222MA2TA8CW1Q007Q,太和县碧水源水务有限公司（胡总镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
安徽省,黄山市,91341003MA2RYJ520Q001U,黄山京建投资建设有限公司,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
广东省,揭阳市,91445222690453997J001Q,揭西县棉湖广业环保有限公司（揭西县棉湖镇污水处理厂）,污水处理及其再生利用,2021-10-21至2026-10-20,2021-10-21
广东省,惠州市,124413247122821301001Q,龙门县南昆山生态旅游区管理委员会（龙门县南昆山生态旅游区污水处理厂）,污水处理及其再生利用,2021-10-20至2026-10-19,2021-10-20
广东省,河源市,92441625MA56GUJA3Q001Q,东源船塘镇胜润生活污水处理厂,污水处理及其再生利用,2021-09-16至2026-09-15,2021-09-15
安徽省,合肥市,91340000766887864E001W,合肥王小郢污水处理有限公司,污水处理及其再生利用,2021-12-20至2026-12-19,2021-10-11
安徽省,合肥市,91340000766887864E002X,合肥市西部组团污水处理厂,污水处理及其再生利用,2021-12-20至2026-12-19,2021-03-17
山东省,临沂市,91371324699680897H001R,兰陵县碧赢污水处理有限公司,污水处理及其再生利用,2021-10-18至2026-10-17,2021-10-18
广西壮族自治区,贵港市,91450800MA5Q4UCL1A001V,广西贵港北控城东污水处理有限公司,污水处理及其再生利用,2021-10-18至2026-10-17,2021-10-18
广东省,河源市,91441621MA52E0X47R166U,岭南水务（紫金）有限公司苏区镇污水处理厂,污水处理及其再生利用,2021-06-08至2026-06-07,2021-06-08
河南省,新乡市,1141072100557306X4001U,翟坡镇污水处理厂,污水处理及其再生利用,2021-10-18至2026-10-17,2021-10-18
辽宁省,大连市,91210281311466449Y001U,瓦房店岭东污水处理厂,污水处理及其再生利用,2021-10-18至2026-10-17,2021-10-18
贵州省,黔东南苗族侗族自治州,91522633MAAK2Q2R9Y009U,从江云上生态污水处理有限公司（从江县洛贯污水处理厂）,污水处理及其再生利用,2021-10-18至2026-10-17,2021-10-18
